User Category,Month,User cost center name,Billing code - description,B/W print (A4),B/W copy (A4),Color print (A4),Color copy (A4),One Color print (A4),One Color copy (A4),One Color print (A3),One Color copy (A3),Local B/W print (A4),Local color print (A4),B/W print (A3),B/W copy (A3),Color print (A3),Color copy (A3),Local copy (A4),B/W A3,Color A3,B/W A4,Color A/4,B/W pages,Color pages,Total
Others,September 2022,student,--Unknown billing code--,117,1,182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118,183,118,183,301
Faculty & Researcher,September 2022,affiliate,researcher,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,299,0,299
Student,September 2022,student,degree,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,299,0,299
Student,September 2022,student,degree,196,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,102,196,102,298
Student,September 2022,student,degree,182,0,112,0,0,0,0,0,0,0,2,0,0,0,0,2,0,182,112,184,112,296
Faculty & Researcher,September 2022,affiliate,faculty,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,295,0,295
Faculty & Researcher,September 2022,affiliate,faculty,72,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,222,72,222,294
Student,September 2022,student,degree,284,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,10,284,10,294
Staff,September 2022,affiliate,ad_contingent,26,174,9,84,0,0,0,0,0,0,0,1,0,0,0,1,0,200,93,201,93,294
Staff,September 2022,affiliate,contractor,0,29,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,29,262,29,262,291
Others,September 2022,student,--Unknown billing code--,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,288,0,288
Others,September 2022,student,--Unknown billing code--,22,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,265,22,265,287
Faculty & Researcher,September 2022,affiliate,researcher,231,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,55,231,55,286
Faculty & Researcher,September 2022,affiliate,faculty,191,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,94,191,94,285
Student,September 2022,affiliate,degree,222,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,61,222,61,283
Staff,September 2022,affiliate,administrator,6,3,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,274,9,274,283
Staff,September 2022,affiliate,contractor,17,0,181,84,0,0,0,0,0,0,0,0,0,0,0,0,0,17,265,17,265,282
Staff,September 2022,affiliate,contractor,0,114,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,114,167,114,167,281
Student,September 2022,student,degree,208,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,72,208,72,280
Staff,September 2022,affiliate,contractor,0,31,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,31,248,31,248,279
Staff,September 2022,affiliate,contractor,0,111,0,151,0,0,0,0,0,0,0,16,0,0,0,16,0,111,151,127,151,278
Faculty & Researcher,September 2022,affiliate,faculty,243,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,35,243,35,278
Student,September 2022,student,degree,41,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,236,41,236,277
Faculty & Researcher,September 2022,affiliate,researcher,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,277,0,277
Student,September 2022,student,degree,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,276,0,276
Student,September 2022,student,degree,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,276,0,276
Student,September 2022,student,degree,270,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,2,270,4,270,6,276
Faculty & Researcher,September 2022,affiliate,faculty,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,276,0,276
Student,September 2022,student,degree,154,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,121,154,121,275
Student,September 2022,student,degree,47,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,228,47,228,275
Faculty & Researcher,September 2022,affiliate,faculty,243,0,21,0,0,0,0,0,0,0,2,0,7,0,0,2,7,243,21,245,28,273
Student,September 2022,student,degree,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,272,0,272
Staff,September 2022,affiliate,administrator,3,0,9,257,0,0,0,0,0,0,0,0,0,2,0,0,2,3,266,3,268,271
Student,September 2022,student,degree,192,0,51,0,0,0,0,0,0,0,15,0,12,0,0,15,12,192,51,207,63,270
Faculty & Researcher,September 2022,affiliate,faculty,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,270,0,270
Faculty & Researcher,September 2022,affiliate,faculty,245,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,25,245,25,270
Faculty & Researcher,September 2022,affiliate,faculty,194,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,76,194,76,270
Faculty & Researcher,September 2022,affiliate,faculty,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,266,0,266
Staff,September 2022,affiliate,contractor,0,12,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,12,253,12,253,265
Faculty & Researcher,September 2022,affiliate,faculty,252,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,10,252,10,262
Student,September 2022,student,degree,211,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,50,211,50,261
Staff,September 2022,affiliate,ad_contingent,87,5,114,39,0,0,0,0,0,0,0,0,15,0,0,0,15,92,153,92,168,260
Staff,September 2022,affiliate,ad_contingent,42,0,71,0,0,0,0,0,0,0,0,0,147,0,0,0,147,42,71,42,218,260
Staff,September 2022,affiliate,contractor,0,3,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,3,256,3,256,259
Student,September 2022,student,degree,24,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,232,24,232,256
Others,September 2022,affiliate,--Unknown billing code--,247,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,7,247,7,254
Student,September 2022,student,degree,228,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,25,228,25,253
Student,September 2022,student,degree,245,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,8,245,8,253
Student,September 2022,student,degree,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,253,0,253
Student,September 2022,student,degree,89,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,163,89,163,252
Staff,September 2022,affiliate,contractor,0,20,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,20,230,20,230,250
Student,September 2022,student,degree,82,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,168,82,168,250
Student,September 2022,student,degree,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,249,0,249
Staff,September 2022,affiliate,contractor,0,19,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,19,230,19,230,249
Others,September 2022,affiliate,ad_executive_authority,24,2,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,222,26,222,248
Student,September 2022,student,degree,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,247,0,247
Faculty & Researcher,September 2022,affiliate,faculty,178,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,69,178,69,247
Student,September 2022,student,degree,76,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,170,76,170,246
Student,September 2022,student,degree,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,246,0,246
Faculty & Researcher,September 2022,affiliate,faculty,152,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,94,152,94,246
Staff,September 2022,affiliate,contractor,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,246,246
Faculty & Researcher,September 2022,affiliate,faculty,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,246,0,246
Student,September 2022,student,degree,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,245,0,245
Staff,September 2022,affiliate,contractor,0,10,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,10,235,10,235,245
Faculty & Researcher,September 2022,student,researcher,18,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,227,18,227,245
Others,September 2022,student,--Unknown billing code--,137,0,103,0,0,0,0,0,0,0,0,0,0,4,0,0,4,137,103,137,107,244
Student,September 2022,student,degree,1,0,232,0,0,0,0,0,0,0,6,0,4,0,0,6,4,1,232,7,236,243
Staff,September 2022,affiliate,administrator,240,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,242,0,242
Faculty & Researcher,September 2022,affiliate,faculty,85,2,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,155,87,155,242
Faculty & Researcher,September 2022,affiliate,researcher,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,240,0,240
Faculty & Researcher,September 2022,affiliate,faculty,119,60,21,40,0,0,0,0,0,0,0,0,0,0,0,0,0,179,61,179,61,240
Student,September 2022,student,student on leave,211,0,19,0,0,0,0,0,0,0,0,0,10,0,0,0,10,211,19,211,29,240
Faculty & Researcher,September 2022,affiliate,researcher,39,2,190,8,0,0,0,0,0,0,0,0,0,0,0,0,0,41,198,41,198,239
Faculty & Researcher,September 2022,affiliate,faculty,101,1,99,0,0,0,0,0,0,0,20,0,15,3,0,20,18,102,99,122,117,239
Others,September 2022,student,--Unknown billing code--,165,0,40,0,0,0,0,0,0,0,0,0,34,0,0,0,34,165,40,165,74,239
Student,September 2022,student,degree,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,238,0,238
Student,September 2022,student,degree,225,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,11,225,11,236
Staff,September 2022,affiliate,contractor,235,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,235,0,236,0,236
Student,September 2022,student,degree,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,236,0,236
Student,September 2022,student,degree,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,236,0,236
Faculty & Researcher,September 2022,affiliate,faculty,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,235,0,235
Student,September 2022,student,degree,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,235,0,235
Student,September 2022,student,degree,102,1,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,132,103,132,235
Student,September 2022,student,degree,213,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,20,213,20,233
Staff,September 2022,affiliate,ad_contingent,11,0,93,129,0,0,0,0,0,0,0,0,0,0,0,0,0,11,222,11,222,233
Staff,September 2022,affiliate,administrator,219,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,13,219,13,232
Others,September 2022,student,--Unknown billing code--,231,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,1,231,1,232
Faculty & Researcher,September 2022,affiliate,faculty,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,231,0,231
Student,September 2022,student,degree,109,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,122,109,122,231
Student,September 2022,student,degree,59,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,171,59,171,230
Student,September 2022,student,degree,110,0,0,0,0,0,0,0,0,0,107,0,13,0,0,107,13,110,0,217,13,230
Faculty & Researcher,September 2022,affiliate,faculty,94,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,135,94,135,229
Student,September 2022,student,degree,210,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,1,228,1,229
Faculty & Researcher,September 2022,affiliate,researcher,187,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,41,187,41,228
Faculty & Researcher,September 2022,affiliate,faculty,116,8,93,11,0,0,0,0,0,0,0,0,0,0,0,0,0,124,104,124,104,228
Student,September 2022,student,degree,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,228,0,228
Student,September 2022,student,degree,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,228,0,228
Staff,September 2022,affiliate,administrator,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,227,0,227
Staff,September 2022,Academic Technology,administrator,0,0,223,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,223,0,227,227
Student,September 2022,student,degree,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,227,0,227
Faculty & Researcher,September 2022,affiliate,faculty,70,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,226,0,226
Others,September 2022,student,--Unknown billing code--,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,226,0,226
Faculty & Researcher,September 2022,student,researcher,32,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,194,32,194,226
Student,September 2022,student,degree,213,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,12,213,12,225
Faculty & Researcher,September 2022,student,researcher,87,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,137,87,137,224
Faculty & Researcher,September 2022,affiliate,faculty,186,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,186,37,186,37,223
Faculty & Researcher,September 2022,affiliate,faculty,192,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,1,221,1,222
Others,September 2022,student,--Unknown billing code--,78,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,144,78,144,222
Staff,September 2022,affiliate,administrator,2,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,219,2,219,221
Student,September 2022,affiliate,degree,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,221,0,221
Student,September 2022,student,degree,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,221,0,221
Staff,September 2022,affiliate,contractor,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,220,220
Student,September 2022,student,degree,196,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,24,196,24,220
Staff,September 2022,affiliate,contractor,109,63,27,16,0,0,0,0,0,0,0,0,4,1,0,0,5,172,43,172,48,220
Faculty & Researcher,September 2022,affiliate,researcher,215,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,215,4,215,4,219
Student,September 2022,student,degree,131,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,87,131,87,218
Faculty & Researcher,September 2022,affiliate,faculty,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,218,0,218
Student,September 2022,student,degree,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,218,0,218
Student,September 2022,student,degree,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,217,0,217
Others,September 2022,student,--Unknown billing code--,205,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,11,205,11,216
Staff,September 2022,affiliate,contractor,47,167,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,214,1,214,1,215
Student,September 2022,student,degree,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,215,0,215
Faculty & Researcher,September 2022,affiliate,faculty,210,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,4,210,4,214
Faculty & Researcher,September 2022,affiliate,faculty,183,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,30,183,30,213
Staff,September 2022,affiliate,administrator,0,0,152,10,0,0,0,0,0,0,0,0,50,0,0,0,50,0,162,0,212,212
Staff,September 2022,affiliate,administrator,128,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,84,128,84,212
Student,September 2022,student,degree,179,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,32,179,32,211
Staff,September 2022,affiliate,contractor,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,210,210
Faculty & Researcher,September 2022,affiliate,faculty,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,210,0,210
Faculty & Researcher,September 2022,affiliate,researcher,126,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,84,126,84,210
Others,September 2022,affiliate,--Unknown billing code--,55,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,154,55,154,209
Student,September 2022,student,degree,126,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,83,126,83,209
Others,September 2022,student,--Unknown billing code--,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,208,0,208
Student,September 2022,student,degree,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,208,0,208
Student,September 2022,student,degree,204,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,4,204,4,208
Others,September 2022,student,--Unknown billing code--,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,207,0,207
Student,September 2022,student,degree,172,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,34,172,34,206
Student,September 2022,student,degree,6,0,194,1,0,0,0,0,0,0,0,0,0,5,0,0,5,6,195,6,200,206
Student,September 2022,student,degree,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,206,0,206
Student,September 2022,affiliate,degree,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,206,0,206
Student,September 2022,student,degree,122,0,68,0,0,0,0,0,0,0,0,0,15,0,0,0,15,122,68,122,83,205
Student,September 2022,student,degree,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,204,0,204
Staff,September 2022,affiliate,administrator,201,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,203,1,203,1,204
Staff,September 2022,affiliate,contractor,147,0,18,39,0,0,0,0,0,0,0,0,0,0,0,0,0,147,57,147,57,204
Staff,September 2022,affiliate,contractor,0,12,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,12,192,12,192,204
Student,September 2022,student,degree,201,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,202,0,203,0,203
Staff,September 2022,affiliate,contractor,0,10,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,10,193,10,193,203
Faculty & Researcher,September 2022,affiliate,faculty,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,203,0,203
Staff,September 2022,affiliate,administrator,17,0,126,0,0,0,0,0,0,0,3,0,50,6,0,3,56,17,126,20,182,202
Staff,September 2022,affiliate,contractor,6,132,5,46,0,0,0,0,0,0,1,0,11,1,0,1,12,138,51,139,63,202
Student,September 2022,student,degree,198,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,4,198,4,202
Student,September 2022,student,degree,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,201,0,201
Staff,September 2022,affiliate,ad_contingent,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,201,201
Others,September 2022,affiliate,--Unknown billing code--,140,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,61,140,61,201
Student,September 2022,student,degree,182,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,19,182,19,201
Student,September 2022,student,degree,64,0,114,0,0,0,0,0,0,0,1,0,20,0,0,1,20,64,114,65,134,199
Student,September 2022,student,degree,187,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,12,187,12,199
Student,September 2022,student,degree,89,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,110,89,110,199
Staff,September 2022,affiliate,contractor,0,64,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,64,134,64,134,198
Others,September 2022,student,--Unknown billing code--,176,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,21,176,21,197
Staff,September 2022,affiliate,contractor,0,24,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,24,173,24,173,197
Student,September 2022,student,degree,157,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,39,157,39,196
Student,September 2022,student,degree,60,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,136,60,136,196
Student,September 2022,student,degree,139,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,57,139,57,196
Staff,September 2022,affiliate,administrator,59,7,73,8,0,0,0,0,0,0,0,0,48,0,0,0,48,66,81,66,129,195
Faculty & Researcher,September 2022,affiliate,researcher,190,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,190,5,190,5,195
Faculty & Researcher,September 2022,affiliate,researcher,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,195,0,195
Faculty & Researcher,September 2022,affiliate,faculty,193,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,193,0,194,1,195
Faculty & Researcher,September 2022,affiliate,researcher,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,195,0,195
Staff,September 2022,affiliate,contractor,0,108,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,108,86,108,86,194
Staff,September 2022,affiliate,administrator,100,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,94,100,94,194
Staff,September 2022,affiliate,ad_contingent,161,30,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,191,2,192,2,194
Faculty & Researcher,September 2022,affiliate,faculty,2,17,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,19,175,19,175,194
Others,September 2022,student,--Unknown billing code--,164,0,29,0,0,0,0,0,0,0,1,0,0,0,0,1,0,164,29,165,29,194
Student,September 2022,student,degree,153,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,41,153,41,194
Faculty & Researcher,September 2022,affiliate,faculty,31,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,162,31,162,193
Staff,September 2022,affiliate,administrator,2,0,1,189,0,0,0,0,0,0,0,0,0,1,0,0,1,2,190,2,191,193
Student,September 2022,student,degree,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,193,0,193
Others,September 2022,affiliate,--Unknown billing code--,83,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,109,83,109,192
Faculty & Researcher,September 2022,affiliate,faculty,179,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,8,184,8,192
Faculty & Researcher,September 2022,affiliate,faculty,119,42,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,31,161,31,192
Staff,September 2022,affiliate,contractor,0,121,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,121,70,121,70,191
Student,September 2022,student,degree,89,0,94,0,0,0,0,0,0,0,0,0,8,0,0,0,8,89,94,89,102,191
Staff,September 2022,affiliate,ad_contingent,0,112,10,64,0,0,0,0,0,0,0,0,0,4,0,0,4,112,74,112,78,190
Faculty & Researcher,September 2022,affiliate,researcher,97,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,93,97,93,190
Student,September 2022,student,degree,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,189,0,189
Staff,September 2022,affiliate,contractor,0,0,0,182,0,0,0,0,0,0,0,0,0,6,0,0,6,0,182,0,188,188
Student,September 2022,student,degree,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,188,0,188
Student,September 2022,student,degree,150,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,38,150,38,188
Faculty & Researcher,September 2022,affiliate,faculty,179,4,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,183,3,184,3,187
Faculty & Researcher,September 2022,affiliate,faculty,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,187,0,187
Others,September 2022,affiliate,--Unknown billing code--,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,187,0,187
Faculty & Researcher,September 2022,affiliate,faculty,174,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,11,176,11,187
Staff,September 2022,affiliate,contractor,0,21,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,21,165,21,165,186
Student,September 2022,student,degree,46,0,101,0,0,0,0,0,0,0,5,0,34,0,0,5,34,46,101,51,135,186
Student,September 2022,student,degree,63,0,121,0,0,0,0,0,0,0,0,0,2,0,0,0,2,63,121,63,123,186
Student,September 2022,student,degree,33,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,153,33,153,186
Faculty & Researcher,September 2022,affiliate,faculty,167,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,19,167,19,186
Student,September 2022,student,degree,171,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,14,171,14,185
Staff,September 2022,affiliate,contractor,0,84,0,81,0,0,0,0,0,0,0,20,0,0,0,20,0,84,81,104,81,185
Staff,September 2022,affiliate,contractor,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,185,0,185
Student,September 2022,student,degree,164,0,15,0,0,0,0,0,0,0,1,0,4,0,0,1,4,164,15,165,19,184
Student,September 2022,student,degree,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,184,0,184
Staff,September 2022,affiliate,administrator,9,0,151,2,0,0,0,0,0,0,0,0,21,0,0,0,21,9,153,9,174,183
Student,September 2022,student,degree,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,183,0,183
Faculty & Researcher,September 2022,affiliate,faculty,162,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,21,162,21,183
Student,September 2022,student,degree,54,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,129,54,129,183
Faculty & Researcher,September 2022,affiliate,faculty,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,182,0,182
Staff,September 2022,affiliate,administrator,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,182,0,182
Student,September 2022,student,degree,104,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,77,104,77,181
Student,September 2022,student,degree,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,181,0,181
Staff,September 2022,affiliate,contractor,0,75,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,75,105,75,105,180
Staff,September 2022,affiliate,administrator,28,0,151,0,0,0,0,0,0,0,1,0,0,0,0,1,0,28,151,29,151,180
Faculty & Researcher,September 2022,affiliate,faculty,177,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,177,3,177,3,180
Student,September 2022,student,degree,118,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,62,118,62,180
Student,September 2022,student,degree,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,179,0,179
Faculty & Researcher,September 2022,affiliate,faculty,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,179,0,179
Student,September 2022,student,degree,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,178,0,178
Student,September 2022,student,degree,128,4,9,36,0,0,0,0,0,0,0,0,0,1,0,0,1,132,45,132,46,178
Student,September 2022,affiliate,degree,72,0,69,0,0,0,0,0,0,0,0,0,37,0,0,0,37,72,69,72,106,178
Staff,September 2022,affiliate,contractor,0,15,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,15,163,15,163,178
Staff,September 2022,affiliate,contractor,6,21,108,38,0,0,0,0,0,0,0,0,4,1,0,0,5,27,146,27,151,178
Faculty & Researcher,September 2022,affiliate,faculty,104,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,74,104,74,178
